Mês/Ano;Data;Hora;Estado;Tempo (h)
02/2022;27/02/2022;18:00;PARADA;0,4
02/2022;27/02/2022;18:00;TRABALHANDO;1,7
02/2022;27/02/2022;19:00;DESLOCAMENTO;0,1
02/2022;28/02/2022;05:00;DESLOCAMENTO;0,7
02/2022;28/02/2022;05:00;PARADA;1,2
02/2022;28/02/2022;05:00;TRABALHANDO;0,1
02/2022;28/02/2022;06:00;DESLOCAMENTO;0,6
02/2022;28/02/2022;06:00;MANOBRA;0,2
02/2022;28/02/2022;06:00;PARADA;0,5
02/2022;28/02/2022;06:00;TRABALHANDO;1,8
02/2022;28/02/2022;07:00;DESLOCAMENTO;0,6
02/2022;28/02/2022;07:00;MANOBRA;0,2
02/2022;28/02/2022;07:00;PARADA;0,3
02/2022;28/02/2022;07:00;TRABALHANDO;1,9
02/2022;28/02/2022;08:00;DESLOCAMENTO;0,5
02/2022;28/02/2022;08:00;MANOBRA;0,1
02/2022;28/02/2022;08:00;PARADA;0,7
02/2022;28/02/2022;08:00;TRABALHANDO;1,1
02/2022;28/02/2022;09:00;DESLOCAMENTO;0,6
02/2022;28/02/2022;09:00;MANOBRA;0,2
02/2022;28/02/2022;09:00;PARADA;1,2
02/2022;28/02/2022;09:00;TRABALHANDO;0,9
02/2022;28/02/2022;10:00;DESLOCAMENTO;0,4
02/2022;28/02/2022;10:00;PARADA;2,1
02/2022;28/02/2022;10:00;TRABALHANDO;0,2
02/2022;28/02/2022;11:00;PARADA;1,0
02/2022;28/02/2022;12:00;PARADA;1,0
02/2022;28/02/2022;13:00;DESLOCAMENTO;0,4
02/2022;28/02/2022;13:00;PARADA;1,8
02/2022;28/02/2022;14:00;DESLOCAMENTO;1,1
02/2022;28/02/2022;14:00;PARADA;1,0
02/2022;28/02/2022;14:00;TRABALHANDO;0,3
02/2022;28/02/2022;15:00;DESLOCAMENTO;0,1
02/2022;28/02/2022;15:00;MANOBRA;0,2
02/2022;28/02/2022;15:00;PARADA;1,5
02/2022;28/02/2022;15:00;TRABALHANDO;0,9
02/2022;28/02/2022;16:00;DESLOCAMENTO;0,5
02/2022;28/02/2022;16:00;MANOBRA;0,4
02/2022;28/02/2022;16:00;PARADA;0,1
02/2022;28/02/2022;16:00;TRABALHANDO;1,6
02/2022;28/02/2022;17:00;DESLOCAMENTO;0,8
02/2022;28/02/2022;17:00;MANOBRA;0,3
02/2022;28/02/2022;17:00;PARADA;1,1
02/2022;28/02/2022;17:00;TRABALHANDO;0,9
02/2022;28/02/2022;18:00;DESLOCAMENTO;1,0
02/2022;28/02/2022;18:00;MANOBRA;0,2
02/2022;28/02/2022;18:00;PARADA;0,6
02/2022;28/02/2022;18:00;TRABALHANDO;1,3
02/2022;28/02/2022;19:00;DESLOCAMENTO;0,3
02/2023;01/02/2023;05:00;DESLOCAMENTO;0,6
02/2023;01/02/2023;05:00;PARADA;0,9
02/2023;01/02/2023;06:00;DESLOCAMENTO;0,3
02/2023;01/02/2023;06:00;MANOBRA;0,1
02/2023;01/02/2023;06:00;PARADA;0,6
02/2023;01/02/2023;06:00;TRABALHANDO;0,5
02/2023;01/02/2023;07:00;DESLOCAMENTO;0,6
02/2023;01/02/2023;07:00;MANOBRA;0,2
02/2023;01/02/2023;07:00;PARADA;0,7
02/2023;01/02/2023;07:00;TRABALHANDO;1,2
02/2023;01/02/2023;08:00;DESLOCAMENTO;0,5
02/2023;01/02/2023;08:00;MANOBRA;0,3
02/2023;01/02/2023;08:00;PARADA;0,6
02/2023;01/02/2023;08:00;TRABALHANDO;1,6
02/2023;01/02/2023;09:00;DESLOCAMENTO;0,8
02/2023;01/02/2023;09:00;MANOBRA;0,2
02/2023;01/02/2023;09:00;PARADA;0,3
02/2023;01/02/2023;09:00;TRABALHANDO;0,9
02/2023;01/02/2023;10:00;DESLOCAMENTO;0,6
02/2023;01/02/2023;10:00;MANOBRA;0,1
02/2023;01/02/2023;10:00;PARADA;0,5
02/2023;01/02/2023;10:00;TRABALHANDO;0,6
02/2023;01/02/2023;11:00;DESLOCAMENTO;0,3
02/2023;01/02/2023;11:00;PARADA;0,6
02/2023;01/02/2023;11:00;TRABALHANDO;0,3
02/2023;01/02/2023;12:00;PARADA;1,0
02/2023;01/02/2023;13:00;DESLOCAMENTO;0,1
02/2023;01/02/2023;13:00;PARADA;0,8
02/2023;01/02/2023;14:00;DESLOCAMENTO;0,3
02/2023;01/02/2023;14:00;PARADA;2,0
02/2023;01/02/2023;15:00;DESLOCAMENTO;0,7
02/2023;01/02/2023;15:00;MANOBRA;0,2
02/2023;01/02/2023;15:00;PARADA;0,6
02/2023;01/02/2023;15:00;TRABALHANDO;1,1
02/2023;01/02/2023;16:00;DESLOCAMENTO;0,3
02/2023;01/02/2023;16:00;PARADA;1,8
02/2023;01/02/2023;16:00;TRABALHANDO;0,4
02/2023;01/02/2023;17:00;DESLOCAMENTO;0,4
02/2023;01/02/2023;17:00;MANOBRA;0,2
02/2023;01/02/2023;17:00;PARADA;1,0
02/2023;01/02/2023;17:00;TRABALHANDO;1,4
02/2023;01/02/2023;18:00;DESLOCAMENTO;0,6
02/2023;01/02/2023;18:00;MANOBRA;0,3
02/2023;01/02/2023;18:00;PARADA;0,2
02/2023;01/02/2023;18:00;TRABALHANDO;1,8
02/2023;01/02/2023;19:00;DESLOCAMENTO;1,0
02/2023;01/02/2023;19:00;MANOBRA;0,1
02/2023;01/02/2023;19:00;PARADA;0,9
02/2023;01/02/2023;19:00;TRABALHANDO;0,6
02/2023;01/02/2023;20:00;DESLOCAMENTO;0,2
02/2023;01/02/2023;20:00;PARADA;0,1
02/2023;01/02/2023;20:00;TRABALHANDO;0,2
02/2023;02/02/2023;05:00;DESLOCAMENTO;0,3
02/2023;02/02/2023;05:00;PARADA;1,1
02/2023;02/02/2023;06:00;DESLOCAMENTO;0,7
02/2023;02/02/2023;06:00;MANOBRA;0,1
02/2023;02/02/2023;06:00;PARADA;1,0
02/2023;02/02/2023;06:00;TRABALHANDO;0,9
02/2023;02/02/2023;07:00;DESLOCAMENTO;0,6
02/2023;02/02/2023;07:00;MANOBRA;0,1
02/2023;02/02/2023;07:00;PARADA;1,0
02/2023;02/02/2023;07:00;TRABALHANDO;1,1
02/2023;02/02/2023;08:00;DESLOCAMENTO;0,5
02/2023;02/02/2023;08:00;MANOBRA;0,1
02/2023;02/02/2023;08:00;PARADA;1,4
02/2023;02/02/2023;08:00;TRABALHANDO;1,0
02/2023;02/02/2023;09:00;DESLOCAMENTO;0,4
02/2023;02/02/2023;09:00;MANOBRA;0,1
02/2023;02/02/2023;09:00;PARADA;1,4
02/2023;02/02/2023;09:00;TRABALHANDO;1,1
02/2023;02/02/2023;10:00;DESLOCAMENTO;0,5
02/2023;02/02/2023;10:00;MANOBRA;0,1
02/2023;02/02/2023;10:00;PARADA;1,0
02/2023;02/02/2023;10:00;TRABALHANDO;0,9
02/2023;02/02/2023;11:00;DESLOCAMENTO;0,2
02/2023;02/02/2023;11:00;PARADA;0,2
02/2023;02/02/2023;12:00;PARADA;0,1
02/2023;02/02/2023;13:00;DESLOCAMENTO;0,2
02/2023;02/02/2023;13:00;PARADA;0,2
02/2023;02/02/2023;14:00;DESLOCAMENTO;0,2
02/2023;02/02/2023;14:00;PARADA;0,5
02/2023;02/02/2023;14:00;TRABALHANDO;0,1
02/2023;02/02/2023;15:00;DESLOCAMENTO;1,0
02/2023;02/02/2023;15:00;MANOBRA;0,1
02/2023;02/02/2023;15:00;PARADA;1,2
02/2023;02/02/2023;15:00;TRABALHANDO;0,8
02/2023;02/02/2023;16:00;DESLOCAMENTO;0,5
02/2023;02/02/2023;16:00;MANOBRA;0,1
02/2023;02/02/2023;16:00;PARADA;0,4
02/2023;02/02/2023;16:00;TRABALHANDO;0,6
02/2023;02/02/2023;17:00;DESLOCAMENTO;0,1
02/2023;02/02/2023;17:00;MANOBRA;0,2
02/2023;02/02/2023;17:00;PARADA;0,4
02/2023;02/02/2023;17:00;TRABALHANDO;0,9
02/2023;02/02/2023;18:00;DESLOCAMENTO;1,1
02/2023;02/02/2023;18:00;PARADA;0,2
02/2023;02/02/2023;18:00;TRABALHANDO;0,2
02/2023;03/02/2023;05:00;DESLOCAMENTO;0,2
02/2023;03/02/2023;05:00;PARADA;0,1
02/2023;03/02/2023;06:00;DESLOCAMENTO;0,1
02/2023;03/02/2023;07:00;PARADA;1,1
02/2023;03/02/2023;08:00;DESLOCAMENTO;0,1
02/2023;03/02/2023;08:00;PARADA;0,8
02/2023;03/02/2023;09:00;DESLOCAMENTO;0,8
02/2023;03/02/2023;09:00;MANOBRA;0,1
02/2023;03/02/2023;09:00;PARADA;0,3
02/2023;03/02/2023;09:00;TRABALHANDO;0,6
02/2023;03/02/2023;10:00;DESLOCAMENTO;0,8
02/2023;03/02/2023;10:00;MANOBRA;0,1
02/2023;03/02/2023;10:00;PARADA;0,1
02/2023;03/02/2023;10:00;TRABALHANDO;0,5
02/2023;03/02/2023;13:00;DESLOCAMENTO;0,2
02/2023;03/02/2023;13:00;PARADA;0,1
02/2023;03/02/2023;14:00;DESLOCAMENTO;0,3
02/2023;03/02/2023;17:00;DESLOCAMENTO;0,3
02/2023;04/02/2023;06:00;DESLOCAMENTO;0,3
02/2023;04/02/2023;06:00;PARADA;1,1
02/2023;04/02/2023;07:00;DESLOCAMENTO;0,4
02/2023;04/02/2023;07:00;MANOBRA;0,1
02/2023;04/02/2023;07:00;PARADA;1,1
02/2023;04/02/2023;07:00;TRABALHANDO;0,3
02/2023;04/02/2023;08:00;DESLOCAMENTO;0,4
02/2023;04/02/2023;08:00;MANOBRA;0,3
02/2023;04/02/2023;08:00;PARADA;0,1
02/2023;04/02/2023;08:00;TRABALHANDO;1,2
02/2023;04/02/2023;09:00;DESLOCAMENTO;0,6
02/2023;04/02/2023;09:00;MANOBRA;0,2
02/2023;04/02/2023;09:00;PARADA;0,6
02/2023;04/02/2023;09:00;TRABALHANDO;0,7
02/2023;04/02/2023;10:00;DESLOCAMENTO;0,4
02/2023;04/02/2023;10:00;MANOBRA;0,1
02/2023;04/02/2023;10:00;PARADA;0,8
02/2023;04/02/2023;10:00;TRABALHANDO;0,5
02/2023;04/02/2023;11:00;DESLOCAMENTO;0,1
02/2023;04/02/2023;12:00;DESLOCAMENTO;0,5
02/2023;04/02/2023;12:00;PARADA;1,0
02/2023;04/02/2023;12:00;TRABALHANDO;0,1
02/2023;04/02/2023;13:00;DESLOCAMENTO;0,3
02/2023;04/02/2023;13:00;MANOBRA;0,1
02/2023;04/02/2023;13:00;PARADA;0,6
02/2023;04/02/2023;13:00;TRABALHANDO;0,6
02/2023;04/02/2023;14:00;DESLOCAMENTO;0,3
02/2023;04/02/2023;14:00;PARADA;1,2
02/2023;04/02/2023;14:00;TRABALHANDO;0,2
02/2023;04/02/2023;15:00;DESLOCAMENTO;0,3
02/2023;04/02/2023;15:00;MANOBRA;0,1
02/2023;04/02/2023;15:00;PARADA;0,3
02/2023;04/02/2023;15:00;TRABALHANDO;0,3
02/2023;04/02/2023;16:00;DESLOCAMENTO;0,7
02/2023;04/02/2023;16:00;MANOBRA;0,1
02/2023;04/02/2023;16:00;PARADA;0,1
02/2023;04/02/2023;16:00;TRABALHANDO;0,4
02/2023;04/02/2023;17:00;DESLOCAMENTO;0,5
02/2023;04/02/2023;17:00;MANOBRA;0,1
02/2023;04/02/2023;17:00;PARADA;0,1
02/2023;04/02/2023;17:00;TRABALHANDO;0,2
02/2023;05/02/2023;06:00;DESLOCAMENTO;0,9
02/2023;05/02/2023;07:00;DESLOCAMENTO;0,6
02/2023;05/02/2023;07:00;MANOBRA;0,1
02/2023;05/02/2023;07:00;PARADA;0,2
02/2023;05/02/2023;07:00;TRABALHANDO;0,3
02/2023;05/02/2023;08:00;DESLOCAMENTO;0,6
02/2023;05/02/2023;08:00;MANOBRA;0,2
02/2023;05/02/2023;08:00;PARADA;0,3
02/2023;05/02/2023;08:00;TRABALHANDO;0,8
02/2023;05/02/2023;09:00;DESLOCAMENTO;0,5
02/2023;05/02/2023;09:00;MANOBRA;0,2
02/2023;05/02/2023;09:00;PARADA;0,3
02/2023;05/02/2023;09:00;TRABALHANDO;1,0
02/2023;05/02/2023;10:00;DESLOCAMENTO;0,4
02/2023;05/02/2023;10:00;MANOBRA;0,2
02/2023;05/02/2023;10:00;PARADA;0,3
02/2023;05/02/2023;10:00;TRABALHANDO;1,1
02/2023;05/02/2023;11:00;DESLOCAMENTO;0,7
02/2023;05/02/2023;11:00;PARADA;0,2
02/2023;05/02/2023;12:00;DESLOCAMENTO;0,1
02/2023;05/02/2023;13:00;DESLOCAMENTO;0,1
02/2023;05/02/2023;14:00;PARADA;0,8
02/2023;05/02/2023;15:00;DESLOCAMENTO;0,7
02/2023;05/02/2023;15:00;MANOBRA;0,1
02/2023;05/02/2023;15:00;PARADA;0,4
02/2023;05/02/2023;15:00;TRABALHANDO;0,5
02/2023;05/02/2023;16:00;DESLOCAMENTO;0,4
02/2023;06/02/2023;07:00;DESLOCAMENTO;0,4
02/2023;06/02/2023;07:00;MANOBRA;0,1
02/2023;06/02/2023;07:00;PARADA;0,3
02/2023;06/02/2023;07:00;TRABALHANDO;0,5
02/2023;06/02/2023;08:00;DESLOCAMENTO;0,7
02/2023;06/02/2023;08:00;MANOBRA;0,2
02/2023;06/02/2023;08:00;PARADA;0,3
02/2023;06/02/2023;08:00;TRABALHANDO;0,8
02/2023;06/02/2023;09:00;DESLOCAMENTO;0,7
02/2023;06/02/2023;09:00;MANOBRA;0,1
02/2023;06/02/2023;09:00;PARADA;0,5
02/2023;06/02/2023;09:00;TRABALHANDO;0,8
02/2023;06/02/2023;10:00;DESLOCAMENTO;0,5
02/2023;06/02/2023;10:00;MANOBRA;0,1
02/2023;06/02/2023;10:00;PARADA;0,1
02/2023;06/02/2023;10:00;TRABALHANDO;0,7
02/2023;06/02/2023;12:00;DESLOCAMENTO;0,3
02/2023;06/02/2023;12:00;PARADA;0,5
02/2023;06/02/2023;13:00;DESLOCAMENTO;0,4
02/2023;06/02/2023;13:00;MANOBRA;0,1
02/2023;06/02/2023;13:00;PARADA;0,6
02/2023;06/02/2023;13:00;TRABALHANDO;0,8
02/2023;06/02/2023;14:00;DESLOCAMENTO;0,3
02/2023;06/02/2023;14:00;PARADA;1,2
02/2023;06/02/2023;14:00;TRABALHANDO;0,2
02/2023;06/02/2023;15:00;DESLOCAMENTO;0,3
02/2023;06/02/2023;15:00;MANOBRA;0,1
02/2023;06/02/2023;15:00;PARADA;0,2
02/2023;06/02/2023;15:00;TRABALHANDO;0,7
02/2023;06/02/2023;17:00;DESLOCAMENTO;0,3
02/2023;06/02/2023;17:00;PARADA;0,2
02/2023;07/02/2023;08:00;DESLOCAMENTO;0,6
02/2023;07/02/2023;08:00;PARADA;0,8
02/2023;07/02/2023;08:00;TRABALHANDO;0,2
02/2023;07/02/2023;09:00;DESLOCAMENTO;0,4
02/2023;07/02/2023;09:00;MANOBRA;0,1
02/2023;07/02/2023;09:00;PARADA;0,6
02/2023;07/02/2023;09:00;TRABALHANDO;0,9
02/2023;07/02/2023;10:00;DESLOCAMENTO;0,3
02/2023;07/02/2023;10:00;MANOBRA;0,1
02/2023;07/02/2023;10:00;PARADA;0,1
02/2023;07/02/2023;10:00;TRABALHANDO;0,8
02/2023;07/02/2023;12:00;DESLOCAMENTO;0,4
02/2023;07/02/2023;12:00;PARADA;0,7
02/2023;07/02/2023;12:00;TRABALHANDO;0,4
02/2023;07/02/2023;13:00;DESLOCAMENTO;0,5
02/2023;07/02/2023;13:00;MANOBRA;0,1
02/2023;07/02/2023;13:00;PARADA;0,2
02/2023;07/02/2023;13:00;TRABALHANDO;1,2
02/2023;07/02/2023;14:00;DESLOCAMENTO;0,3
02/2023;07/02/2023;14:00;MANOBRA;0,1
02/2023;07/02/2023;14:00;PARADA;0,4
02/2023;07/02/2023;14:00;TRABALHANDO;1,2
02/2023;07/02/2023;15:00;DESLOCAMENTO;0,4
02/2023;07/02/2023;15:00;MANOBRA;0,1
02/2023;07/02/2023;15:00;PARADA;0,5
02/2023;07/02/2023;15:00;TRABALHANDO;1,0
02/2023;07/02/2023;16:00;DESLOCAMENTO;0,3
02/2023;07/02/2023;16:00;MANOBRA;0,1
02/2023;07/02/2023;16:00;PARADA;0,6
02/2023;07/02/2023;16:00;TRABALHANDO;0,9
02/2023;07/02/2023;17:00;DESLOCAMENTO;0,4
02/2023;07/02/2023;17:00;MANOBRA;0,2
02/2023;07/02/2023;17:00;PARADA;0,3
02/2023;07/02/2023;17:00;TRABALHANDO;1,2
02/2023;07/02/2023;18:00;DESLOCAMENTO;0,4
02/2023;07/02/2023;18:00;MANOBRA;0,1
02/2023;07/02/2023;18:00;PARADA;0,5
02/2023;07/02/2023;18:00;TRABALHANDO;0,7
02/2023;07/02/2023;19:00;DESLOCAMENTO;0,2
02/2023;07/02/2023;19:00;MANOBRA;0,1
02/2023;07/02/2023;19:00;TRABALHANDO;0,3
02/2023;08/02/2023;05:00;DESLOCAMENTO;0,1
02/2023;08/02/2023;05:00;PARADA;0,2
02/2023;08/02/2023;06:00;DESLOCAMENTO;0,4
02/2023;08/02/2023;06:00;PARADA;1,1
02/2023;08/02/2023;06:00;TRABALHANDO;0,4
02/2023;08/02/2023;07:00;DESLOCAMENTO;0,5
02/2023;08/02/2023;07:00;MANOBRA;0,1
02/2023;08/02/2023;07:00;PARADA;0,4
02/2023;08/02/2023;07:00;TRABALHANDO;0,8
02/2023;08/02/2023;08:00;DESLOCAMENTO;0,4
02/2023;08/02/2023;08:00;MANOBRA;0,2
02/2023;08/02/2023;08:00;PARADA;0,2
02/2023;08/02/2023;08:00;TRABALHANDO;1,2
02/2023;08/02/2023;09:00;DESLOCAMENTO;0,4
02/2023;08/02/2023;09:00;MANOBRA;0,1
02/2023;08/02/2023;09:00;PARADA;0,5
02/2023;08/02/2023;09:00;TRABALHANDO;0,6
02/2023;08/02/2023;10:00;DESLOCAMENTO;0,4
02/2023;08/02/2023;10:00;PARADA;0,1
02/2023;08/02/2023;10:00;TRABALHANDO;0,5
02/2023;08/02/2023;13:00;DESLOCAMENTO;0,2
02/2023;08/02/2023;13:00;PARADA;0,1
02/2023;08/02/2023;14:00;DESLOCAMENTO;0,5
02/2023;08/02/2023;14:00;PARADA;0,5
02/2023;08/02/2023;14:00;TRABALHANDO;0,5
02/2023;08/02/2023;15:00;DESLOCAMENTO;0,2
02/2023;08/02/2023;15:00;MANOBRA;0,1
02/2023;08/02/2023;15:00;PARADA;0,6
02/2023;08/02/2023;15:00;TRABALHANDO;0,7
02/2023;08/02/2023;16:00;DESLOCAMENTO;0,2
02/2023;08/02/2023;16:00;PARADA;0,4
02/2023;08/02/2023;16:00;TRABALHANDO;0,2
02/2023;08/02/2023;17:00;DESLOCAMENTO;0,3
02/2023;08/02/2023;17:00;MANOBRA;0,1
02/2023;08/02/2023;17:00;PARADA;0,2
02/2023;08/02/2023;17:00;TRABALHANDO;1,1
02/2023;08/02/2023;18:00;DESLOCAMENTO;0,2
02/2023;08/02/2023;18:00;PARADA;0,9
02/2023;08/02/2023;19:00;DESLOCAMENTO;0,1
02/2023;09/02/2023;05:00;DESLOCAMENTO;0,3
02/2023;09/02/2023;06:00;DESLOCAMENTO;0,3
02/2023;09/02/2023;06:00;MANOBRA;0,1
02/2023;09/02/2023;06:00;PARADA;0,5
02/2023;09/02/2023;06:00;TRABALHANDO;0,7
02/2023;09/02/2023;07:00;DESLOCAMENTO;0,5
02/2023;09/02/2023;07:00;MANOBRA;0,2
02/2023;09/02/2023;07:00;PARADA;0,5
02/2023;09/02/2023;07:00;TRABALHANDO;0,9
02/2023;09/02/2023;08:00;DESLOCAMENTO;0,5
02/2023;09/02/2023;08:00;MANOBRA;0,2
02/2023;09/02/2023;08:00;PARADA;0,7
02/2023;09/02/2023;08:00;TRABALHANDO;0,8
02/2023;09/02/2023;09:00;DESLOCAMENTO;0,7
02/2023;09/02/2023;09:00;MANOBRA;0,2
02/2023;09/02/2023;09:00;PARADA;0,1
02/2023;09/02/2023;09:00;TRABALHANDO;1,0
02/2023;09/02/2023;10:00;DESLOCAMENTO;0,3
02/2023;09/02/2023;10:00;PARADA;0,4
02/2023;09/02/2023;10:00;TRABALHANDO;0,2
02/2023;09/02/2023;13:00;DESLOCAMENTO;0,3
02/2023;09/02/2023;13:00;PARADA;0,4
02/2023;09/02/2023;13:00;TRABALHANDO;0,2
02/2023;09/02/2023;14:00;DESLOCAMENTO;0,5
02/2023;09/02/2023;14:00;MANOBRA;0,1
02/2023;09/02/2023;14:00;PARADA;0,3
02/2023;09/02/2023;14:00;TRABALHANDO;1,0
02/2023;09/02/2023;15:00;DESLOCAMENTO;0,4
02/2023;09/02/2023;15:00;MANOBRA;0,2
02/2023;09/02/2023;15:00;PARADA;0,4
02/2023;09/02/2023;15:00;TRABALHANDO;1,0
02/2023;09/02/2023;16:00;DESLOCAMENTO;0,4
02/2023;09/02/2023;16:00;MANOBRA;0,2
02/2023;09/02/2023;16:00;PARADA;0,3
02/2023;09/02/2023;16:00;TRABALHANDO;0,6
02/2023;09/02/2023;17:00;DESLOCAMENTO;0,4
02/2023;09/02/2023;17:00;PARADA;0,4
02/2023;09/02/2023;18:00;DESLOCAMENTO;0,6
02/2023;09/02/2023;18:00;MANOBRA;0,1
02/2023;09/02/2023;18:00;PARADA;0,1
02/2023;09/02/2023;18:00;TRABALHANDO;1,1
02/2023;09/02/2023;19:00;DESLOCAMENTO;0,2
02/2023;09/02/2023;19:00;PARADA;0,1
02/2023;10/02/2023;05:00;DESLOCAMENTO;0,3
02/2023;10/02/2023;05:00;PARADA;0,2
02/2023;10/02/2023;06:00;DESLOCAMENTO;0,3
02/2023;10/02/2023;06:00;MANOBRA;0,1
02/2023;10/02/2023;06:00;PARADA;0,2
02/2023;10/02/2023;06:00;TRABALHANDO;0,4
02/2023;10/02/2023;07:00;DESLOCAMENTO;0,2
02/2023;10/02/2023;07:00;MANOBRA;0,1
02/2023;10/02/2023;07:00;PARADA;0,7
02/2023;10/02/2023;07:00;TRABALHANDO;0,4
02/2023;10/02/2023;08:00;DESLOCAMENTO;0,2
02/2023;10/02/2023;08:00;PARADA;0,1
02/2023;10/02/2023;08:00;TRABALHANDO;0,3
02/2023;10/02/2023;09:00;PARADA;0,3
02/2023;10/02/2023;10:00;DESLOCAMENTO;0,1
02/2023;10/02/2023;10:00;MANOBRA;0,1
02/2023;10/02/2023;10:00;TRABALHANDO;0,6
02/2023;10/02/2023;11:00;DESLOCAMENTO;0,3
02/2023;10/02/2023;11:00;MANOBRA;0,1
02/2023;10/02/2023;11:00;PARADA;0,1
02/2023;10/02/2023;11:00;TRABALHANDO;0,3
02/2023;10/02/2023;13:00;PARADA;0,6
02/2023;11/02/2023;07:00;DESLOCAMENTO;0,4
02/2023;11/02/2023;08:00;DESLOCAMENTO;0,2
02/2023;11/02/2023;08:00;MANOBRA;0,1
02/2023;11/02/2023;08:00;PARADA;0,2
02/2023;11/02/2023;08:00;TRABALHANDO;0,5
02/2023;11/02/2023;09:00;DESLOCAMENTO;0,2
02/2023;11/02/2023;09:00;MANOBRA;0,1
02/2023;11/02/2023;09:00;PARADA;0,1
02/2023;11/02/2023;09:00;TRABALHANDO;0,6
02/2023;11/02/2023;10:00;DESLOCAMENTO;0,3
02/2023;11/02/2023;10:00;MANOBRA;0,1
02/2023;11/02/2023;10:00;PARADA;0,3
02/2023;11/02/2023;10:00;TRABALHANDO;0,5
02/2023;11/02/2023;12:00;DESLOCAMENTO;0,4
02/2023;11/02/2023;12:00;PARADA;1,1
02/2023;11/02/2023;13:00;DESLOCAMENTO;0,1
02/2023;11/02/2023;13:00;MANOBRA;0,2
02/2023;11/02/2023;13:00;PARADA;0,1
02/2023;11/02/2023;13:00;TRABALHANDO;0,9
02/2023;11/02/2023;14:00;DESLOCAMENTO;0,6
02/2023;11/02/2023;14:00;MANOBRA;0,1
02/2023;11/02/2023;14:00;PARADA;0,1
02/2023;11/02/2023;14:00;TRABALHANDO;0,3
02/2023;11/02/2023;15:00;PARADA;0,5
02/2023;11/02/2023;16:00;DESLOCAMENTO;0,6
02/2023;11/02/2023;16:00;PARADA;0,6
02/2023;11/02/2023;16:00;TRABALHANDO;0,3
02/2023;11/02/2023;17:00;DESLOCAMENTO;0,3
02/2023;11/02/2023;17:00;MANOBRA;0,1
02/2023;11/02/2023;17:00;PARADA;0,7
02/2023;11/02/2023;17:00;TRABALHANDO;0,9
02/2023;11/02/2023;18:00;DESLOCAMENTO;0,3
02/2023;11/02/2023;18:00;PARADA;0,1
02/2023;11/02/2023;18:00;TRABALHANDO;0,4
02/2023;12/02/2023;07:00;DESLOCAMENTO;0,7
02/2023;12/02/2023;07:00;PARADA;0,4
02/2023;12/02/2023;08:00;DESLOCAMENTO;0,4
02/2023;12/02/2023;08:00;MANOBRA;0,2
02/2023;12/02/2023;08:00;PARADA;0,2
02/2023;12/02/2023;08:00;TRABALHANDO;0,9
02/2023;12/02/2023;09:00;DESLOCAMENTO;0,5
02/2023;12/02/2023;09:00;MANOBRA;0,2
02/2023;12/02/2023;09:00;PARADA;0,9
02/2023;12/02/2023;09:00;TRABALHANDO;0,8
02/2023;12/02/2023;10:00;DESLOCAMENTO;0,6
02/2023;12/02/2023;10:00;MANOBRA;0,1
02/2023;12/02/2023;10:00;PARADA;0,3
02/2023;12/02/2023;10:00;TRABALHANDO;0,3
02/2023;12/02/2023;14:00;DESLOCAMENTO;0,2
02/2023;12/02/2023;14:00;PARADA;0,1
02/2023;12/02/2023;15:00;DESLOCAMENTO;0,1
02/2023;12/02/2023;15:00;PARADA;1,5
02/2023;12/02/2023;16:00;DESLOCAMENTO;0,5
02/2023;12/02/2023;16:00;MANOBRA;0,1
02/2023;12/02/2023;16:00;PARADA;0,8
02/2023;12/02/2023;16:00;TRABALHANDO;0,5
02/2023;12/02/2023;17:00;DESLOCAMENTO;0,1
02/2023;12/02/2023;17:00;MANOBRA;0,2
02/2023;12/02/2023;17:00;PARADA;0,4
02/2023;12/02/2023;17:00;TRABALHANDO;1,1
02/2023;12/02/2023;18:00;DESLOCAMENTO;0,5
02/2023;12/02/2023;18:00;MANOBRA;0,1
02/2023;12/02/2023;18:00;PARADA;0,4
02/2023;12/02/2023;18:00;TRABALHANDO;1,0
02/2023;12/02/2023;19:00;DESLOCAMENTO;0,3
02/2023;13/02/2023;05:00;DESLOCAMENTO;0,5
02/2023;13/02/2023;06:00;DESLOCAMENTO;0,2
02/2023;13/02/2023;06:00;MANOBRA;0,1
02/2023;13/02/2023;06:00;PARADA;0,6
02/2023;13/02/2023;06:00;TRABALHANDO;0,4
02/2023;13/02/2023;07:00;DESLOCAMENTO;0,4
02/2023;13/02/2023;07:00;MANOBRA;0,1
02/2023;13/02/2023;07:00;PARADA;0,9
02/2023;13/02/2023;07:00;TRABALHANDO;0,6
02/2023;13/02/2023;08:00;DESLOCAMENTO;0,4
02/2023;13/02/2023;08:00;MANOBRA;0,3
02/2023;13/02/2023;08:00;PARADA;0,4
02/2023;13/02/2023;08:00;TRABALHANDO;1,0
02/2023;13/02/2023;09:00;DESLOCAMENTO;0,4
02/2023;13/02/2023;09:00;MANOBRA;0,1
02/2023;13/02/2023;09:00;PARADA;0,4
02/2023;13/02/2023;09:00;TRABALHANDO;1,1
02/2023;13/02/2023;10:00;DESLOCAMENTO;0,3
02/2023;13/02/2023;10:00;MANOBRA;0,1
02/2023;13/02/2023;10:00;PARADA;0,3
02/2023;13/02/2023;10:00;TRABALHANDO;0,8
02/2023;13/02/2023;13:00;DESLOCAMENTO;0,3
02/2023;13/02/2023;13:00;PARADA;0,2
02/2023;13/02/2023;14:00;DESLOCAMENTO;0,4
